city,companyFullName,companyLabelList,companySize,education,financeStage,firstType,industryField,jobNature,latitude,longitude,positionAdvantage,positionId,positionLables,positionName,salary_high,salary_low,workYear,Salary
上海,上海厚本金融信息服务有限公司,"['技能培训', '年底双薪', '股票期权', '带薪年假']",2000人以上,本科,A轮,产品/需求/项目类,金融,全职,31.226515,121.624653,福利好,4078977,"['金融', 'SPSS', '数据管理']",数据分析师--电销部,8,15,1-3年,11500
上海,浙江康健绿线网络技术有限公司,"['技能培训', '年底双薪', '节日礼物', '绩效奖金']",500-2000人,本科,C轮,运营,"移动互联网,医疗健康",全职,31.16370031,121.4040517,周末双休 带薪年假 人才推荐奖 节日福利,1969409,[],数据分析师-移动端用户行为分析（埋点）,6,10,1-3年,8000
深圳,深圳市大疆创新科技有限公司,"['朝阳行业', '丰厚薪资待遇', '年终发车', '扁平管理']",2000人以上,本科,未融资,产品/需求/项目类,"移动互联网,硬件",全职,22.53338,113.95106,高科技行业 无人机领航 福利优渥 年终诱人,4061374,"['智能硬件', '需求分析', '大数据']",产品运营专员（数据分析）,8,16,1-3年,12000
北京,北京易车互联信息技术有限公司,"['技能培训', '节日礼物', '绩效奖金', '岗位晋升']",2000人以上,本科,上市公司,开发/测试/运维类,"移动互联网,电子商务",全职,39.93812,116.32732,"上市公司,汽车互联网,七险一金,各种车福利",4031308,"['数据挖掘', '大数据']",JTZNYY-高级数据分析师,11,22,3-5年,16500
深圳,深圳市环球易购电子商务有限公司,"['节日礼物', '股票期权', '带薪年假', '绩效奖金']",2000人以上,本科,上市公司,开发/测试/运维类,电子商务,全职,22.511241,113.920558,大平台,3565979,"['总监', '调研']",运营数据分析专家,30,35,5-10年,32500
北京,京东金融,"['供应链金融', '消费金融', '众筹业务', '支付业务']",2000人以上,硕士,上市公司,金融类,金融,全职,39.78603815,116.5643833,福利待遇高，发展平台好,4102576,"['金融', '银行', '大数据', '行业研究', '量化', '分析员']",数据分析师 （证券市场研究方向）,25,50,3-5年,37500
上海,上海拿米金融信息服务有限公司,"['年底双薪', '股票期权', '带薪年假', '通讯津贴']",150-500人,大专,不需要融资,产品/需求/项目类,"移动互联网,金融",全职,31.171432,121.410559,环境好,4090157,"['金融', '数据挖掘']",大数据分析工程师,15,30,3-5年,22500
深圳,深圳世联行地产顾问股份有限公司,"['五险一金', '通讯津贴', '带薪年假', '年底双薪']",2000人以上,本科,上市公司,运营/编辑/客服,企业服务,全职,22.544938,114.127163,公司平台大，发展前景好,3748570,"['房产服务', '行业研究', '市场分析']",数据分析员,5,7,1-3年,6000
郑州,中移在线服务有限公司,[],2000人以上,本科,不需要融资,产品/需求/项目类,移动互联网,全职,34.804757,113.539949,"五险一金,企业年金,带薪年假,话费餐补",4065530,"['教育', '数据挖掘', 'SPSS']",数据分析,10,20,1-3年,15000
上海,上海数禾信息科技有限公司,"['股票期权', '通讯津贴', '交通补助', '午餐补助']",150-500人,本科,不需要融资,市场/商务/销售类,"移动互联网,金融",全职,0,0,"移动金融,未来金矿,精英团队,助力成长",3433869,[],数据分析师,6,12,1-3年,9000
北京,中体彩科技发展有限公司,"['五险一金', '通讯津贴', '带薪年假', '免费班车']",150-500人,本科,不需要融资,产品/需求/项目类,"移动互联网,电子商务",全职,39.87317978,116.4606698,公益行业，弹性工作，活动丰富，临近地铁,3833356,"['云计算', '大数据', '数据挖掘', 'SPSS']",数据分析,15,22,3-5年,18500
上海,上海厚本金融信息服务有限公司,"['技能培训', '年底双薪', '股票期权', '带薪年假']",2000人以上,本科,A轮,设计,金融,全职,31.205847,121.478246,快速的职业成长、优秀的导师、良好的福利,2309151,"['金融', '数据挖掘', 'SPSS']",数据分析师/数据工程师,8,15,1-3年,11500
上海,浙江康健绿线网络技术有限公司,"['技能培训', '年底双薪', '节日礼物', '绩效奖金']",500-2000人,本科,C轮,运营,"移动互联网,医疗健康",全职,31.163303,121.399004,周末双休 带薪年假 人才推荐奖 节日福利,1969335,['大数据'],数据分析师-用户画像方向,10,20,3-5年,15000
北京,北京易车互联信息技术有限公司,"['技能培训', '节日礼物', '绩效奖金', '岗位晋升']",2000人以上,本科,上市公司,开发/测试/运维类,"移动互联网,电子商务",全职,39.93812,116.32732,"上市公司,汽车互联网,七险一金,各种车福利",4085935,"['中级', '数据挖掘', '反作弊', '大数据']",JTZNYY-数据分析师,11,22,3-5年,16500
深圳,深圳市环球易购电子商务有限公司,"['节日礼物', '股票期权', '带薪年假', '绩效奖金']",2000人以上,本科,上市公司,市场与销售,电子商务,全职,22.515272,113.922988,上市公司 福利待遇优厚,1574129,['活动'],数据分析师,5,8,不限,6500
北京,央视市场研究股份有限公司,"['年底双薪', '节日礼物', '技能培训', '绩效奖金']",500-2000人,本科,D轮及以上,开发/测试/运维类,广告营销,全职,39.964612,116.379479,"福利待遇优,团队合作好",3543703,"['教育', '数据挖掘', '用户研究']",用户数据分析师-OC-MIO,10,12,1-3年,11000
杭州,杭州米络科技有限公司,"['年底双薪', '绩效奖金', '专项奖金', '五险一金']",150-500人,本科,B轮,产品/需求/项目类,移动互联网,全职,30.33696063,120.1179248,高额公积金,4029662,"['直播', '大数据', '数据挖掘']",数据分析师（产品方向）,8,15,1-3年,11500
成都,锦泰财产保险股份有限公司,[],500-2000人,本科,不需要融资,开发/测试/运维类,金融,全职,30.553921,104.062351,专业序列,4115813,[],总公司 - 信息技术部数据分析岗,6,10,不限,8000
贵阳,贵阳高登世德金融科技有限公司,"['技能培训', '带薪年假', '岗位晋升', '扁平管理']",50-150人,本科,A轮,产品/需求/项目类,"金融,数据服务",全职,26.618572,106.645801,"周末双休,五险一金,扁平管理,金融科技",3884207,"['金融', '大数据', 'SQL']",数据分析与测试专员,6,9,3-5年,7500
南京,南京领添信息技术有限公司,"['节日礼物', '股票期权', '带薪年假', '绩效奖金']",500-2000人,大专,C轮,运营/编辑/客服,"移动互联网,电子商务",全职,31.974161,118.755224,"五险一金,年度旅游,带薪年假,节日福利",3910370,"['电商', '物流', '客服', '运营', '统计']",物流数据分析专员,3,5,不限,4000
北京,京东金融,"['供应链金融', '消费金融', '众筹业务', '支付业务']",2000人以上,本科,上市公司,产品/需求/项目类,金融,全职,39.78603815,116.5643833,绩效奖金、带薪休假,3204532,"['金融', 'SPSS', 'sas']",数据分析师,15,30,1-3年,22500
郑州,中移在线服务有限公司,[],2000人以上,本科,不需要融资,开发/测试/运维类,移动互联网,全职,0,0,"五险一金,企业年金,带薪年假,通话餐补",3724429,"['数据挖掘', 'SPSS']",数据分析,15,20,3-5年,17500
上海,上海数禾信息科技有限公司,"['股票期权', '通讯津贴', '交通补助', '午餐补助']",150-500人,硕士,不需要融资,产品/需求/项目类,"移动互联网,金融",全职,31.206393,121.600933,"移动金融,未来金矿,精英团队,助力成长",4021708,"['大数据', '数据挖掘', 'SPSS']",数据分析师,8,12,不限,10000
上海,上海厚本金融信息服务有限公司,"['技能培训', '年底双薪', '股票期权', '带薪年假']",2000人以上,硕士,A轮,产品/需求/项目类,金融,全职,31.205847,121.478246,"五险一金,交通补贴,通讯补贴,餐补",3882713,"['金融', 'SPSS', 'R', 'matlab', 'VBA']",数据分析师,8,15,1-3年,11500
杭州,浙江康健绿线网络技术有限公司,"['技能培训', '年底双薪', '节日礼物', '绩效奖金']",500-2000人,本科,C轮,产品/需求/项目类,"移动互联网,医疗健康",全职,29.993662,119.993591,"五险一金,周末双休,带薪年假,节日福利",3494887,"['大数据', '数据挖掘', 'SPSS', 'sas']",数据分析（华佗中医）,8,15,1-3年,11500
武汉,贵阳高登世德金融科技有限公司,"['技能培训', '带薪年假', '岗位晋升', '扁平管理']",50-150人,本科,A轮,开发/测试/运维类,"金融,数据服务",全职,30.568297,114.353147,"周末双休,五险一金,带薪假期,扁平管理",3894304,"['金融', '大数据', 'SQL']",数据分析与测试专员,4,6,1-3年,5000
北京,炫一下（北京）科技有限公司,"['带薪年假', '绩效奖金', '岗位晋升', '管理规范']",500-2000人,本科,D轮及以上,产品/需求/项目类,"移动互联网,文化娱乐",全职,40.00012007,116.48958,激情、挑战、最大胆的突破，等你并肩作战。,3780350,"['视频', '资深', '高级', '大数据']",数据分析产品经理,20,40,3-5年,30000
上海,圆通速递有限公司,"['技能培训', '免费班车', '专项奖金', '岗位晋升']",2000人以上,本科,上市公司,开发/测试/运维类,"企业服务,数据服务",全职,31.213373,121.252822,上市公司，前景好，氛围好，待遇好,3301174,"['SQL', '数据开发', 'ETL']",数据分析工程师,8,15,1-3年,11500
杭州,浙江保融科技有限公司,"['年底双薪', '节日礼物', '岗位晋升', '通讯津贴']",150-500人,本科,不需要融资,开发/测试/运维类,金融,全职,30.285487,120.067429,现金流预测,3837434,"['SPSS', 'sas']",数据分析师,15,25,5-10年,20000
成都,昊盈信息技术（成都）有限公司,"['年底双薪', '节日礼物', '技能培训', '绩效奖金']",150-500人,本科,不需要融资,产品/需求/项目类,"移动互联网,游戏",全职,30.65437,104.080556,"五险一金,带薪年假,定期体检,补贴",3735226,"['高级', 'SQL']",数据分析经理Data Manager,10,20,5-10年,15000
上海,上海优刻得信息科技有限公司,"['节日礼物', '技能培训', '股权激励计划', '代码改变世界']",500-2000人,本科,D轮及以上,开发/测试/运维类,"数据服务,企业服务",全职,31.275364,121.542318,"弹性工作,奖金丰厚,技术挑战",3114474,"['大数据', '数据挖掘']",高级数据分析师,10,20,3-5年,15000
北京,北京爱奇艺科技有限公司,"['绩效奖金', '五险一金', '交通补助', '带薪年假']",2000人以上,本科,D轮及以上,运营/编辑/客服,"广告营销,文化娱乐",全职,39.983752,116.313228,六险一金 12天年假 补助,3807494,[],数据分析师,8,15,1-3年,11500
上海,北京字节跳动科技有限公司,"['扁平管理', '弹性工作', '大厨定制三餐', '就近租房补贴']",500-2000人,本科,C轮,产品/需求/项目类,"移动互联网,数据服务",全职,31.153208,31.153208,六险一金，弹性工作，免费三餐，租房补贴，带薪休假，休闲下午茶，扁平管理，健身瑜伽，团队氛围好,4068858,[],数据分析师,8,16,1-3年,12000
珠海,珠海伊斯佳科技股份有限公司,"['专项奖金', '股票期权', '带薪年假', '午餐补助']",150-500人,本科,上市公司,开发/测试/运维类,其他,全职,22.057233,113.24065,"活力团队,发展空间大,福利待遇佳",4113411,"['算法', '图像处理', '数据挖掘', '图形处理', '建模']",数据分析师,8,10,1-3年,9000
深圳,深圳云天励飞技术有限公司,"['节日礼物', '带薪年假', '年度旅游', '开放务实']",150-500人,本科,A轮,开发/测试/运维类,移动互联网,全职,22.540685,114.094401,"技术大牛,独角兽,成长快,气氛融洽",3842793,"['高级', '中级', '图像处理', '数据挖掘', '模式识别']",大数据数据开发工程师/大数据数据分析师,15,30,3-5年,22500
北京,京东金融,"['供应链金融', '消费金融', '众筹业务', '支付业务']",2000人以上,本科,上市公司,开发/测试/运维类,金融,全职,39.64659178,116.4187489,大平台，氛围好，发展空间大,4055058,"['数据挖掘', '大数据']",数据分析（证券和营销）,15,30,3-5年,22500
上海,上海厚本金融信息服务有限公司,"['技能培训', '年底双薪', '股票期权', '带薪年假']",2000人以上,硕士,A轮,设计,金融,全职,31.205847,121.478246,快速的职业成长、优秀的导师,2309078,['金融'],数据分析师/数据科学家,15,30,3-5年,22500
杭州,浙江康健绿线网络技术有限公司,"['技能培训', '年底双薪', '节日礼物', '绩效奖金']",500-2000人,本科,C轮,运营,"移动互联网,医疗健康",全职,30.2026501,120.24716,五险一金 弹性工作 年底双薪 免费班车,1969418,[],数据分析师-移动端用户行为分析（埋点）,8,16,3-5年,12000
上海,贵阳高登世德金融科技有限公司,"['技能培训', '带薪年假', '岗位晋升', '扁平管理']",50-150人,本科,A轮,开发/测试/运维类,"金融,数据服务",全职,31.18275,121.455946,"五险一金,周末双休,扁平管理,专业培训",4024564,"['金融', '银行', '产品经理', '财务']",数据分析师,8,15,1-3年,11500
北京,炫一下（北京）科技有限公司,"['带薪年假', '绩效奖金', '岗位晋升', '管理规范']",500-2000人,本科,D轮及以上,产品/需求/项目类,"移动互联网,文化娱乐",全职,39.999364,116.4891943,行业top 发展空间,4015286,"['大数据', '数据挖掘']",数据分析师,10,20,1-3年,15000
成都,昊盈信息技术（成都）有限公司,"['年底双薪', '节日礼物', '技能培训', '绩效奖金']",150-500人,本科,不需要融资,产品/需求/项目类,"移动互联网,游戏",全职,30.65452986,104.08028,带薪年假，通讯补贴，五险一金,2610548,[],数据分析师-Data Analyst,8,15,不限,11500
上海,北京字节跳动科技有限公司,"['扁平管理', '弹性工作', '大厨定制三餐', '就近租房补贴']",500-2000人,本科,C轮,运营/编辑/客服,"移动互联网,数据服务",全职,31.203365,31.203365,六险一金，餐补，租房补贴，带薪休假，休闲下午茶，团队氛围好,4049452,['内容'],海外运营数据分析,7,14,1-3年,10500
北京,北京猎户星空科技有限公司,"['年度旅游', '弹性工作', '领导好', '五险一金']",150-500人,本科,A轮,开发/测试/运维类,"移动互联网,硬件",全职,39.932851,116.458741,绩效奖金 午餐补贴 带薪年假 扁平管理,4090681,"['hadoop', 'BI', 'SQL']",数据分析师,15,30,1-3年,22500
深圳,厦门美图之家科技有限公司,"['节日礼物', '与大牛共事', '福利健全', '五险一金']",500-2000人,本科,上市公司,产品/需求/项目类,"移动互联网,硬件",全职,116.331398,39.897445,"十亿级用户,火箭式成长,海量数据,上市公司",4052663,"['大数据', 'BI', '业务运营', '行业研究']",数据分析师（商业&amp;行业&amp;战略方向）,18,36,3-5年,27000
北京,北京严肃科技有限公司,"['股票期权', '绩效奖金', '五险一金', '带薪年假']",150-500人,本科,C轮,开发/测试/运维类,"移动互联网,社交网络",全职,39.933137,116.453025,"弹性上班,带薪年假,零食无限,美女多多",3616647,"['电商', '中级', '大数据', '数据挖掘', 'SPSS']",数据分析师,15,30,3-5年,22500
厦门,北京三快在线科技有限公司,"['技能培训', '绩效奖金', '岗位晋升', '领导好']",2000人以上,本科,D轮及以上,开发/测试/运维类,"移动互联网,O2O",全职,24.474308,118.190399,"共享经济,气氛活跃",3853137,"['支付', '数据挖掘']",高级数据分析师,25,35,3-5年,30000
深圳,深圳市随手科技有限公司,"['带薪年假', '弹性工作时间', '年度旅游', '岗位晋升']",500-2000人,本科,C轮,产品/需求/项目类,"移动互联网,金融",全职,22.99368,113.993578,"互联网金融,平台好,福利优厚,氛围好",2939708,"['大数据', '数据挖掘', 'SPSS']",数据分析师（贷款营销方向）,8,16,1-3年,12000
广州,中邮消费金融有限公司,"['专项奖金', '年终分红', '带薪年假', '定期体检']",500-2000人,本科,未融资,开发/测试/运维类,"移动互联网,金融",全职,23.148924,113.327956,"互联网金融,敏捷开发,项目奖,挑战性工作",4077294,"['资深', '高级', '数据管理']",中级BI数据分析开发,13,23,不限,18000
上海,深圳萨摩耶互联网金融服务有限公司,"['技能培训', '年度旅游', '岗位晋升', '五险一金']",150-500人,本科,B轮,产品/需求/项目类,金融,全职,31.157714,121.559524,"福利多,晋升快",4121058,"['银行', '统计', 'sas']",数据分析师（财务分析）,10,20,3-5年,15000
北京,北京智明星通软件科技有限公司,"['年终分红', '绩效奖金', '五险一金', '带薪年假']",500-2000人,本科,上市公司,开发/测试/运维类,"移动互联网,游戏",全职,39.97709506,116.351162,六险一金 免费下午茶 地铁周边,4119357,"['游戏', '大数据', '数据挖掘']",资深数据分析师,20,35,5-10年,27500
北京,京东金融,"['供应链金融', '消费金融', '众筹业务', '支付业务']",2000人以上,本科,上市公司,开发/测试/运维类,金融,全职,39.78603815,116.5643833,大平台，好机会,4018686,"['金融', '建模', '大数据', '数据挖掘']",数据分析经理,15,30,3-5年,22500
成都,昊盈信息技术（成都）有限公司,"['年底双薪', '节日礼物', '技能培训', '绩效奖金']",150-500人,本科,不需要融资,市场与销售,"移动互联网,游戏",全职,,,周末双休 五险一金 带薪年假 年终多薪,1845914,[],Data Analyst 数据分析师,8,15,1-3年,11500
北京,北京字节跳动科技有限公司,"['扁平管理', '弹性工作', '大厨定制三餐', '就近租房补贴']",500-2000人,本科,C轮,运营/编辑/客服,"移动互联网,数据服务",全职,39.977067,39.977067,六险一金，免费三餐，租房补贴，带薪休假，休闲下午茶，扁平管理，晋升空间，团队氛围好,4030022,['产品'],运营数据分析,10,20,3-5年,15000
深圳,厦门美图之家科技有限公司,"['节日礼物', '与大牛共事', '福利健全', '五险一金']",500-2000人,本科,上市公司,产品/需求/项目类,"移动互联网,硬件",全职,22.540834,113.951672,"十亿级用户,火箭式成长,海量数据,上市公司",4121155,"['大数据', 'BI', '商业', '业务运营', 'growth hacking']",高级数据分析师（用户增长）,20,40,3-5年,30000
深圳,深圳市随手科技有限公司,"['带薪年假', '弹性工作时间', '年度旅游', '岗位晋升']",500-2000人,本科,C轮,产品/需求/项目类,"移动互联网,金融",全职,22.99368,113.993578,"互联网金融,金融大数据,发展空间大,氛围好",3651951,"['专员', '大数据', '数据挖掘']",数据分析师（风控方向）,10,20,3-5年,15000
广州,中邮消费金融有限公司,"['专项奖金', '年终分红', '带薪年假', '定期体检']",500-2000人,本科,未融资,开发/测试/运维类,"移动互联网,金融",全职,23.148924,113.327956,"互联网金融,敏捷开发,项目奖,挑战性工作",4077299,"['信息安全', '资深', '大数据', '数据挖掘']",高级BI数据分析开发,16,29,5-10年,22500
杭州,华院数据技术（上海）有限公司,"['带薪年假', '绩效奖金', '定期体检', '通讯津贴']",500-2000人,硕士,C轮,开发/测试/运维类,"企业服务,数据服务",全职,116.331398,39.897445,"六险一金,10天年假,学院氛围,年度旅游",4076169,"['算法', '数据挖掘', 'SPSS']",大数据分析师,15,25,3-5年,20000
杭州,杭州深知科技有限公司,"['股票期权', '带薪年假', '扁平管理', '岗位晋升']",15-50人,本科,A轮,开发/测试/运维类,数据服务,全职,30.275615,120.023484,"技术氛围,行业热点",4000487,"['金融', '数据挖掘', 'SPSS']",BI数据分析,15,20,1-3年,17500
广州,广州柏视医疗科技有限公司,"['五险一金', '股票期权', '领导好', '扁平管理']",15-50人,本科,A轮,产品/需求/项目类,"医疗健康,数据服务",全职,23.083801,113.317388,"人工智能,高成长,顶级医院",4041848,"['高级', '专员', '助理', '统计', 'SPSS']",数据分析师,8,15,1-3年,11500
上海,拉扎斯网络科技（上海）有限公司,"['节日礼物', '绩效奖金', '年度旅游', '岗位晋升']",2000人以上,不限,D轮及以上,产品/需求/项目类,移动互联网,全职,31.23315639,121.3827772,leader是行业内知名大牛，带你提升到新高度,3163549,"['电商', '本地生活', '资深', '高级', 'SPSS']",数据分析师（大数据部）,15,30,1-3年,22500
上海,深圳萨摩耶互联网金融服务有限公司,"['技能培训', '年度旅游', '岗位晋升', '五险一金']",150-500人,本科,B轮,金融类,金融,全职,31.157714,121.559524,"年终奖,期权,福利多,晋升快",3382986,['风控'],数据分析师/反欺诈策略分析师,13,25,3-5年,19000
上海,上海东方明珠新媒体股份有限公司,"['技能培训', '带薪年假', '领导好', '美女多']",500-2000人,本科,上市公司,产品/需求/项目类,"移动互联网,游戏",全职,31.17323,121.41162,新媒体上市,4093960,"['电商', '高级', '大数据', '商业', '数据挖掘']",电商数据分析师,15,20,3-5年,17500
上海,上海晨之科信息技术有限公司,"['绩效奖金', '弹性工作', '扁平管理', '带薪年假']",150-500人,本科,C轮,开发/测试/运维类,"移动互联网,游戏",全职,31.175027,121.417459,"发展前景好,公司福利多,距离地铁近",4076385,"['数据挖掘', 'SPSS']",数据分析师,6,12,1-3年,9000
北京,普信恒业科技发展（北京）有限公司,"['管理规范', '技能培训', '扁平管理', '弹性工作']",2000人以上,不限,上市公司,金融类,金融,全职,39.909202,116.474335,"优秀团队,知名平台",3266338,['专家'],数据分析经理-评分卡、模型、SAS,8,12,不限,10000
杭州,浙江执御信息技术有限公司,"['五险一金', '带薪年假', '节日礼物', '年度旅游']",2000人以上,本科,B轮,开发/测试/运维类,"移动互联网,数据服务",全职,30.33344,120.11362,"美女如云,年终奖丰厚,发展前景大",2870403,[],数据分析（运营）,10,15,1-3年,12500
北京,北京字节跳动科技有限公司,"['扁平管理', '弹性工作', '大厨定制三餐', '就近租房补贴']",500-2000人,本科,C轮,产品/需求/项目类,"移动互联网,数据服务",全职,39.977067,39.977067,六险一金，弹性工作，免费三餐，租房补贴，带薪休假，休闲下午茶，扁平管理，健身瑜伽，团队氛围好,4027976,[],渠道运营数据分析师,8,16,1-3年,12000
深圳,深圳市随手科技有限公司,"['带薪年假', '弹性工作时间', '年度旅游', '岗位晋升']",500-2000人,本科,C轮,产品/需求/项目类,"移动互联网,金融",全职,22.99368,113.993578,"互联网金融,平台好,发展空间大,氛围好",4073197,"['数据挖掘', 'SPSS']",数据分析师（贷款方向）,13,25,3-5年,19000
广州,中邮消费金融有限公司,"['专项奖金', '年终分红', '带薪年假', '定期体检']",500-2000人,本科,未融资,开发/测试/运维类,"移动互联网,金融",全职,23.148924,113.327956,"人工智能,大数据,成长空间大,福利好",4077359,"['资深', '中级', '数据挖掘', '建模']",高级BI数据分析开发师,16,29,5-10年,22500
上海,华院数据技术（上海）有限公司,"['带薪年假', '绩效奖金', '定期体检', '通讯津贴']",500-2000人,硕士,C轮,综合职能类,"企业服务,数据服务",全职,116.331398,39.897445,"发展空间大,六险一金,10天年假,各类补助",2708205,"['讲师', '数据挖掘', 'SPSS']",大数据分析师,15,25,3-5年,20000
广州,广州柏视医疗科技有限公司,"['五险一金', '股票期权', '领导好', '扁平管理']",15-50人,本科,A轮,开发/测试/运维类,"医疗健康,数据服务",全职,23.092889,113.290629,"人工智能,顶级团队,初创公司",3429496,"['资深', '高级', '数据挖掘', 'SPSS', 'sas']",临床数据分析师,10,20,1-3年,15000
上海,拉扎斯网络科技（上海）有限公司,"['节日礼物', '绩效奖金', '年度旅游', '岗位晋升']",2000人以上,本科,D轮及以上,产品/需求/项目类,移动互联网,全职,31.23315639,121.3827772,数据领域大神等你一起来玩耍～,3462732,"['资深', '高级', '大数据', 'SPSS']",数据分析师（数据挖掘产品）,15,30,1-3年,22500
厦门,厦门美图之家科技有限公司,"['节日礼物', '与大牛共事', '福利健全', '五险一金']",500-2000人,不限,上市公司,开发/测试/运维类,"移动互联网,硬件",全职,24.489558,118.179899,"海量数据,数据驱动",4121006,"['运营', '行业研究', '用户研究']",数据分析师（行业&amp;竞品）-厦门,10,20,3-5年,15000
北京,普信恒业科技发展（北京）有限公司,"['管理规范', '技能培训', '扁平管理', '弹性工作']",2000人以上,硕士,上市公司,开发/测试/运维类,金融,全职,39.909202,116.474335,"知名平台,团队气氛好,精英团队",3512284,['专家'],数据分析专员-数据挖掘,10,20,不限,15000
杭州,浙江执御信息技术有限公司,"['五险一金', '带薪年假', '节日礼物', '年度旅游']",2000人以上,本科,B轮,产品/需求/项目类,"移动互联网,数据服务",全职,30.33344,120.11362,一个有梦想有挑战的公司，赶紧加入吧,3193728,"['电商', 'BI', '数据挖掘', 'SQL', 'SPSS']",数据分析,10,15,1-3年,12500
北京,北京三快在线科技有限公司,"['技能培训', '绩效奖金', '岗位晋升', '领导好']",2000人以上,本科,D轮及以上,产品/需求/项目类,"移动互联网,O2O",全职,31.217836,121.417969,"年底双薪,职位晋升,团队氛围好,核心部门",3767444,"['大数据', '数据挖掘', 'SPSS', 'sas']",高级商业分析师（数据分析方向）,20,35,3-5年,27500
北京,和信电子商务有限公司,"['节日礼物', '专项奖金', '股票期权', '绩效奖金']",150-500人,本科,上市公司,产品/需求/项目类,金融,全职,39.90763,116.47094,"弹性工作制,扁平化管理",3928539,"['电商', '大数据', '数据挖掘']",数据分析师,9,18,1-3年,13500
深圳,平安科技（深圳）有限公司,"['节日礼物', '年度旅游', '岗位晋升', '技能培训']",2000人以上,本科,不需要融资,综合职能类,金融,全职,22.55951564,114.0993814,500强，福利待遇,3113005,"['金融', '总监', '经理', '运营']",经营分析岗（经营数据分析方向）（深圳）,10,15,不限,12500
北京,云智惠（北京）投资管理有限公司,"['""""']",500-2000人,大专,未融资,产品/需求/项目类,金融,全职,39.912139,116.472788,"五险一金,带薪年假,年终奖金",4013250,"['金融', '运营']",数据分析专员,6,8,1-3年,7000
上海,晋松（上海）网络信息技术有限公司,"['相互成就', '敢想敢做', '消费场景', '趋势改变习惯']",50-150人,本科,A轮,开发/测试/运维类,"移动互联网,金融",全职,31.307861,121.513693,"扁平化管理,年终多薪",4082231,"['中级', '数据挖掘', 'SPSS']",数据分析师,15,30,3-5年,22500
上海,招商银行股份有限公司信用卡中心,"['金融科技银行', '技术创新驱动', '奋斗独立改变', '一年两次调薪']",2000人以上,本科,上市公司,开发/测试/运维类,"移动互联网,金融",全职,31.246478,121.672663,赋能文化、技术大牛,3908680,"['本地生活', '高级', '中级', '数据挖掘', 'SPSS']",数据分析岗(O2O),15,25,3-5年,20000
上海,北京字节跳动科技有限公司,"['扁平管理', '弹性工作', '大厨定制三餐', '就近租房补贴']",500-2000人,本科,C轮,运营/编辑/客服,"移动互联网,数据服务",全职,31.157779,121.434308,六险一金，弹性工作，餐补，租房补贴，带薪休假，扁平管理，过亿用户，晋升空间，团队氛围好,3977321,['产品'],数据分析师,7,14,1-3年,10500
深圳,深圳市随手科技有限公司,"['带薪年假', '弹性工作时间', '年度旅游', '岗位晋升']",500-2000人,本科,C轮,开发/测试/运维类,"移动互联网,金融",全职,22.99368,113.993578,"互联网金融,平台好,发展空间大,氛围好",3776822,"['中级', 'SQL', 'SPSS']",数据分析师,8,16,1-3年,12000
厦门,厦门美图之家科技有限公司,"['节日礼物', '与大牛共事', '福利健全', '五险一金']",500-2000人,不限,上市公司,开发/测试/运维类,"移动互联网,硬件",全职,24.489558,118.179899,"海量数据,牛人齐聚",4120952,"['数据挖掘', '用户研究']",高级数据分析师-厦门,15,30,3-5年,22500
北京,普信恒业科技发展（北京）有限公司,"['管理规范', '技能培训', '扁平管理', '弹性工作']",2000人以上,不限,上市公司,金融类,金融,全职,0,0,"知名公司,团队气氛好,六险一金",3347533,['专家'],风险政策专员（数据分析方向）,8,12,不限,10000
北京,北京三快在线科技有限公司,"['技能培训', '绩效奖金', '岗位晋升', '领导好']",2000人以上,本科,D轮及以上,产品/需求/项目类,"移动互联网,O2O",全职,31.217836,121.417969,"年底双薪,职位晋升,团队氛围好,核心部门",3898545,"['商业', '大数据', '数据挖掘', 'SPSS']",高级数据分析师,20,30,3-5年,25000
北京,和信电子商务有限公司,"['节日礼物', '专项奖金', '股票期权', '绩效奖金']",150-500人,硕士,上市公司,产品/需求/项目类,金融,全职,39.90763,116.47094,"弹性工作制,扁平化管理,每月团建,员工旅游",3658927,"['电商', '数据挖掘', 'SPSS']",数据分析师,8,15,1-3年,11500
深圳,平安科技（深圳）有限公司,"['节日礼物', '年度旅游', '岗位晋升', '技能培训']",2000人以上,本科,不需要融资,开发/测试/运维类,金融,全职,22.533344,114.055755,世界500强、福利好、绩效奖金丰厚,3439323,"['高级', '数据挖掘', '数据开发']",大数据分析工程师(深圳),15,25,不限,20000
杭州,浙江执御信息技术有限公司,"['五险一金', '带薪年假', '节日礼物', '年度旅游']",2000人以上,本科,B轮,开发/测试/运维类,"移动互联网,数据服务",全职,30.33344,120.11362,"公司前景好,自主性高,发挥空间大,海量数据",3359082,"['大数据', '数据挖掘', 'SPSS']",数据分析师,13,20,1-3年,16500
广州,广州市网威信息技术有限公司,[],50-150人,本科,未融资,产品/需求/项目类,移动互联网,全职,23.14139,113.34491,双休,3916999,[],数据分析师,6,10,1-3年,8000
西安,西安点告网络科技有限公司,"['节日礼物', '技能培训', '绩效奖金', '年度旅游']",150-500人,不限,上市公司,产品/需求/项目类,移动互联网,全职,34.207169,108.83696,五险一金、双休、带薪年假、福利好,4075889,"['移动互联网', '专员']",数据分析,3,6,1-3年,4500
