city,companyFullName,companyLabelList,companySize,education,financeStage,firstType,industryField,jobNature,latitude,longitude,positionAdvantage,positionId,positionLables,positionName,salary_high,salary_low,workYear,Salary
北京,北京创智优品科技有限公司,"['节日礼物', '顶配Mac', '小而美', '扁平管理']",150-500人,本科,A轮,开发/测试/运维类,"移动互联网,游戏",全职,39.92111,116.4334,"五险一金,年底双薪,出国旅行,包午晚餐",4038296,"['视频', '广告营销', '大数据']",数据分析,15,30,3-5年,22500
杭州,杭州斯凯网络科技有限公司,"['年终分红', '绩效奖金', '股票期权', '五险一金']",500-2000人,本科,上市公司,开发/测试/运维类,"移动互联网,游戏",全职,30.26664,120.0974,"发展潜力,氛围佳",4111262,"['医疗健康', '数据挖掘', 'SPSS']",数据分析师,10,15,1-3年,12500
苏州,苏州梦想人软件科技有限公司,"['技能培训', '年底双薪', '节日礼物', '绩效奖金']",150-500人,大专,B轮,产品/需求/项目类,移动互联网,全职,31.269872,120.7458,"数据分析,统计学,用户分析,SAS",4115213,"['教育', '高级', '大数据', '数据挖掘', 'SPSS']",数据分析师,7,13,3-5年,10000
南京,南京科融数据系统股份有限公司,"['带薪年假', '定期体检', '年底双薪', '绩效奖金']",150-500人,本科,上市公司,开发/测试/运维类,"数据服务,金融",全职,32.040183,118.779859,"福利待遇好,团队氛围好",4086318,"['金融', '银行', 'ETL']",数据分析师,10,20,不限,15000
上海,上海宝尊电子商务有限公司,"['年底双薪', '节日礼物', '技能培训', '绩效奖金']",2000人以上,本科,上市公司,开发/测试/运维类,电子商务,全职,31.294026,121.440163,"福利好,领导好,环境好,氛围好",3877702,"['电商', '高级', '数据挖掘']",数据分析师,15,29,3-5年,22000
北京,北京字节跳动科技有限公司,"['扁平管理', '弹性工作', '大厨定制三餐', '就近租房补贴']",500-2000人,本科,C轮,运营/编辑/客服,"移动互联网,数据服务",全职,39.977067,39.977067,六险一金，弹性工作，免费三餐，租房补贴，带薪休假,3965300,['产品'],商业化电商数据分析师,10,20,3-5年,15000
北京,北京三快在线科技有限公司,"['技能培训', '绩效奖金', '岗位晋升', '领导好']",2000人以上,本科,D轮及以上,产品/需求/项目类,"移动互联网,O2O",全职,31.217836,121.417969,"年底双薪,职位晋升,团队氛围好,核心部门",3766793,['本地生活'],数据分析师,15,30,3-5年,22500
北京,和信电子商务有限公司,"['节日礼物', '专项奖金', '股票期权', '绩效奖金']",150-500人,本科,上市公司,市场/商务/销售类,金融,全职,39.90763,116.47094,"员工旅游,年度奖金,弹性工作,领导好",3682748,"['广告营销', '数据挖掘', 'SPSS']",数据分析经理,12,18,3-5年,15000
深圳,平安科技（深圳）有限公司,"['节日礼物', '年度旅游', '岗位晋升', '技能培训']",2000人以上,本科,不需要融资,产品/需求/项目类,金融,全职,22.55951564,114.0993814,世界500强 带薪年假 节日福利 绩效丰厚,3876989,['金融'],数据分析（深圳）,10,15,不限,12500
广州,广州威尔森信息科技有限公司,"['年底双薪', '节日礼物', '带薪年假', '绩效奖金']",150-500人,本科,未融资,开发/测试/运维类,"移动互联网,企业服务",全职,23.114822,113.333231,六险一金,3043500,"['大数据', 'SQL', '数据管理']",数据分析师,5,7,1-3年,6000
北京,北京凯声文化传媒有限责任公司,"['节日礼物', '岗位晋升', '年度旅游', '扁平管理']",150-500人,本科,B轮,开发/测试/运维类,"移动互联网,教育",全职,39.996385,116.492054,"年终奖,绩效奖金,福利多多,公司氛围好",4081316,"['大数据', '数据挖掘']",高级数据分析师,18,30,3-5年,24000
北京,便利蜂商贸有限公司,"['弹性工作', '美女多', '帅哥多', '领导好']",2000人以上,本科,不需要融资,产品/需求/项目类,"移动互联网,生活服务",全职,39.978087,116.49388,"海量数据,业务数据,精通SQL",3096978,"['大数据', 'SPSS', '数据管理']",数据分析师,20,40,3-5年,30000
杭州,浙江核新同花顺网络信息股份有限公司,"['人工智能', '金融科技', '五险一金', '产品驱动']",2000人以上,不限,上市公司,产品/需求/项目类,"移动互联网,金融",全职,30.291923,120.045424,"用户画像,精准营销,PB",4087169,"['信息安全', '移动互联网', '大数据', 'BI', '数据挖掘']",ETL数据仓库开发/数据分析师,14,28,不限,21000
苏州,江苏海豚网络科技有限公司,"['股票期权', '带薪年假', '扁平管理', '五险一金']",15-50人,硕士,天使轮,产品/需求/项目类,"移动互联网,文化娱乐",全职,31.319427,120.77052,"扁平管理,五险一金,弹性工作",4120746,"['大数据', '数据挖掘']",数据分析师,8,15,1-3年,11500
北京,深圳前海金融管理学院有限公司,[],50-150人,硕士,未融资,开发/测试/运维类,"金融,教育",全职,39.949945,116.459244,"大数据,互联网,人工智能",4120708,"['医疗健康', '大数据', 'SPSS']",数据分析师,30,50,5-10年,40000
杭州,杭州观数信息科技有限公司,"['股票期权', '绩效奖金', '带薪年假', '弹性工作']",15-50人,本科,A轮,产品/需求/项目类,"企业服务,数据服务",全职,30.280435,120.017969,"成长空间,牛人团队,独挡一面,期权激励",3045803,"['金融', '资深', '大数据', '数据挖掘', 'BI']",数据分析师,12,24,3-5年,18000
成都,成都数联铭品科技有限公司,"['带薪年假', '绩效奖金', '扁平管理', '定期体检']",150-500人,本科,B轮,开发/测试/运维类,"电子商务,数据服务",全职,30.994233,103.99341,"五险一金,节日礼品,餐费补贴",3845490,"['数据挖掘', 'SPSS']",数据分析师,4,8,不限,6000
北京,北京天天有余科技有限公司,"['技能培训', '节日礼物', '绩效奖金', '年度旅游']",15-50人,本科,A轮,开发/测试/运维类,金融,全职,39.99426,115.99339,"五险一金,绩效奖金,下午茶,扁平化管理",3801726,"['征信', '资深', '建模', '大数据', '数据挖掘']",数据分析,10,15,1-3年,12500
深圳,腾讯科技(深圳)有限公司,"['免费班车', '成长空间', '年度旅游', '岗位晋升']",2000人以上,本科,上市公司,开发/测试/运维类,"移动互联网 ,游戏",全职,22.535766,113.952731,"大平台,强福利,技术氛围好",3854760,"['机器学习', 'NLP', '数据挖掘', '反作弊', '人机攻防']",数据分析师（深圳）,30,60,1-3年,45000
北京,北京趣发芽科技有限公司,"['技能培训', '年底双薪', '股票期权', '带薪年假']",15-50人,本科,A轮,开发/测试/运维类,"移动互联网,社交网络",全职,39.977723,116.307761,"明星团队,福利待遇好,团队氛围好",2640294,"['游戏', '文化娱乐', '数据挖掘', 'Java']",数据分析师,8,12,1-3年,10000
北京,北京字节跳动科技有限公司,"['扁平管理', '弹性工作', '大厨定制三餐', '就近租房补贴']",500-2000人,本科,C轮,综合职能类,"移动互联网,数据服务",全职,39.971268,116.332602,六险一金，弹性工作，免费三餐，租房补贴,3970092,"['招聘', '人事', '薪酬福利', '员工关系', 'HRBP']",HR数据分析师,15,30,3-5年,22500
上海,平安科技（深圳）有限公司,"['节日礼物', '年度旅游', '岗位晋升', '技能培训']",2000人以上,本科,不需要融资,开发/测试/运维类,金融,全职,31.23330004,121.5206187,世界500强 带薪年假 节日福利 绩效丰厚,3523472,"['大数据', 'BI']",数据分析师（数据仓库）(上海）,15,20,不限,17500
北京,便利蜂商贸有限公司,"['弹性工作', '美女多', '帅哥多', '领导好']",2000人以上,本科,不需要融资,开发/测试/运维类,"移动互联网,生活服务",全职,39.978087,116.49388,"平台好,发展快",4079426,"['大数据', '数据挖掘']",数据工程师（数据分析方向）J10418,20,40,5-10年,30000
成都,成都数联铭品科技有限公司,"['带薪年假', '绩效奖金', '扁平管理', '定期体检']",150-500人,本科,B轮,金融类,"电子商务,数据服务",全职,30.994233,103.99341,"五险一金,节日礼品,餐费补贴,大牛团队",3950774,"['金融', '风控', '大数据', '数据挖掘']",数据分析师（金融）,15,20,1-3年,17500
深圳,腾讯科技(深圳)有限公司,"['免费班车', '成长空间', '年度旅游', '岗位晋升']",2000人以上,本科,上市公司,开发/测试/运维类,"移动互联网 ,游戏",全职,22.535766,113.952731,"高薪,名企,待遇好",3723649,"['信息安全', '电商', '高级', '中级', '数据挖掘']",TEG13-数据分析工程师（深圳）,15,30,1-3年,22500
上海,上海领健信息技术有限公司,"['股票期权', '带薪年假', '五险一金', '绩效奖金']",150-500人,本科,B轮,开发/测试/运维类,"移动互联网,医疗健康",全职,31.19907,121.58095,发展空间大 技术牛人多 微软团队,3635043,"['BI', '数据管理']",数据分析师-上海张江-00286,20,30,5-10年,25000
广州,广州牧云网络科技有限公司,"['节日礼物', '年底双薪', '专项奖金', '股票期权']",150-500人,本科,B轮,产品/需求/项目类,移动互联网,全职,0,0,"技能成长,团队氛围好,公司发展快,年轻人多",3406845,"['资深', '大数据', '数据挖掘', 'SPSS', 'sas']",数据分析师,10,15,3-5年,12500
上海,上海七牛信息技术有限公司,"['年底双薪', '节日礼物', '技能培训', '年度旅游']",150-500人,本科,D轮及以上,产品/需求/项目类,"移动互联网,数据服务",全职,31.19897,121.60363,六险一金 免费健身 绩效奖金 弹性工作,4052694,"['云计算', '企业服务', '数据挖掘', 'BI']",数据分析师,13,26,1-3年,19500
北京,北京新锦成教育科技有限公司,"['绩效奖金', '股票期权', '年终分红', '专项奖金']",150-500人,本科,A轮,产品/需求/项目类,"移动互联网,教育",全职,39.982015,116.313999,"行业前景好,发展空间大,团队趣味多,弹性时间",3634542,"['专员', '大数据', '数据挖掘', '建模', '数据开发']",数据分析工程师,6,10,不限,8000
上海,深圳市房多多网络科技有限公司,"['节日礼物', '带薪年假', '扁平管理', '美女多']",2000人以上,本科,C轮,开发/测试/运维类,"移动互联网,O2O",全职,31.277659,121.439913,平台好，待遇好，发展广阔，期权激励,3754328,"['房产服务', '高级', '中级', '大数据', 'SPSS']",数据分析师,15,30,3-5年,22500
深圳,富途网络科技（深圳）有限公司,"['年底双薪', '腾讯系', '互联网金融', '年度体检']",150-500人,本科,C轮,产品/需求/项目类,"移动互联网,金融",全职,22.99368,113.993578,"腾讯系团队,六险一金,节假日福利,扁平管理",3884269,"['金融', '统计']",美股数据分析师,8,15,3-5年,11500
广州,广州市骑鹅游信息技术咨询服务有限公司,"['绩效奖金', '年度旅游', '扁平管理', '管理规范']",50-150人,本科,A轮,开发/测试/运维类,"旅游,数据服务",全职,23.083801,113.317388,"十五天年假,技术大牛,国际化团队,扁平化管理",4012622,"['数据挖掘', '大数据', '分布式']",数据分析工程师,10,20,不限,15000
广州,广州栗树信息科技有限公司,[],15-50人,大专,不需要融资,运营/编辑/客服,"移动互联网,广告营销",全职,23.111676,113.354828,"五险一金,宽松氛围,弹性上班制,下午茶",3711097,"['海外', '渠道', '运营', '英语']",数据分析师,5,10,不限,7500
北京,玖富金科控股集团有限责任公司,"['绩效奖金', '免费班车', '五险一金', '部门旅游']",2000人以上,本科,C轮,产品/需求/项目类,金融,全职,39.996731,116.481135,"内部晋升,六险一金,15薪,五险一金",4100559,"['高级', '业务运营', '大数据', '数据挖掘', 'SPSS']",数据分析师（客服部）,15,25,3-5年,20000
上海,上海派兰数据科技有限公司,"['带薪年假', '午餐补助', '领导好', '扁平管理']",少于15人,硕士,天使轮,技术,"数据服务,医疗健康",全职,31.19494301,121.420745,福利好 带薪年假 弹性工作 高能TEAM,1400917,['大数据'],数据分析师,7,9,不限,8000
北京,北京字节跳动科技有限公司,"['扁平管理', '弹性工作', '大厨定制三餐', '就近租房补贴']",500-2000人,本科,C轮,运营/编辑/客服,"移动互联网,数据服务",全职,39.977067,39.977067,六险一金，免费三餐，租房补贴,3957889,['产品'],商业化资深数据分析师,8,16,3-5年,12000
贵阳,成都数联铭品科技有限公司,"['带薪年假', '绩效奖金', '扁平管理', '定期体检']",150-500人,本科,B轮,开发/测试/运维类,"电子商务,数据服务",全职,26.647661,106.630153,"五险一金,各种补贴,团队聚餐",3515527,"['征信', 'SPSS', 'sas']",数据分析师（贵阳）,6,8,1-3年,7000
北京,玖富金科控股集团有限责任公司,"['绩效奖金', '免费班车', '五险一金', '部门旅游']",2000人以上,本科,C轮,产品/需求/项目类,金融,全职,39.996731,116.481135,"晋升空间,免费班车,六险一金,15薪",4100578,"['大数据', '业务运营', 'SPSS', '数据管理']",数据分析专员（客服部）,8,15,3-5年,11500
上海,上海派兰数据科技有限公司,"['带薪年假', '午餐补助', '领导好', '扁平管理']",少于15人,硕士,天使轮,开发/测试/运维类,"数据服务,医疗健康",全职,30.994061,120.993464,"医疗大数据,机器学习,项目管理,前景好",3828670,"['中级', '机器学习', '数据管理']",数据分析主管,8,12,1-3年,10000
北京,北京万维博石农业科技有限公司,"['岗位晋升', '五险一金', '带薪年假', '绩效奖金']",50-150人,本科,A轮,开发/测试/运维类,"移动互联网,O2O",全职,39.958426,116.449295,"餐补,地铁近,五险一金",4048989,"['大数据', '数据挖掘']",数据分析师,10,18,3-5年,14000
杭州,浙江菜鸟供应链管理有限公司,"['股票期权', '五险一金', '带薪年假', '免费班车']",2000人以上,本科,B轮,产品/需求/项目类,电子商务,全职,30.288853,120.076481,"数据分析,excel,sql,呼叫中心",3793509,['业务运营'],商业数据分析专家,15,30,5-10年,22500
上海,京东商城,"['年底双薪', '节日礼物', '技能培训', '岗位晋升']",2000人以上,本科,上市公司,产品/需求/项目类,电子商务,全职,31.221087,121.360459,"大平台,福利好,牛人多,氛围佳",3424612,"['大数据', '数据挖掘', 'SPSS']",数据分析师岗,8,16,1-3年,12000
上海,上海信而富企业管理有限公司,"['年终分红', '年底双薪', '五险一金', '带薪年假']",2000人以上,硕士,上市公司,金融类,金融,全职,31.22304,121.359955,"上市公司,五险一金,年终奖,餐补",4110065,"['风控', '大数据', '数据挖掘', '建模']",SAS数据分析师,8,15,不限,11500
上海,上海轩言网络信息科技有限公司,"['绩效奖金', '专项奖金', '定期体检', '免费晚餐']",50-150人,本科,A轮,产品/需求/项目类,"电子商务,O2O",全职,30.99343,120.993998,晋升空间大,2943690,"['电商', '金融', '云计算', '大数据', '数据挖掘', 'SPSS']",数据分析师,10,20,3-5年,15000
北京,北京麒麟合盛科技有限公司,"['技能培训', '节日礼物', '丰富的团建', '扁平管理']",150-500人,硕士,B轮,开发/测试/运维类,移动互联网,全职,39.996,116.480792,"成长空间大,学习",2928330,"['移动互联网', '广告营销', '专家', 'Facebook', 'Admob']",广告数据分析师,15,30,5-10年,22500
北京,耀盛投资管理集团有限公司,"['午餐补助', '带薪年假', '绩效奖金']",150-500人,本科,不需要融资,产品/需求/项目类,"金融,移动互联网",全职,39.905543,116.471102,"上升空间,团队氛围,地铁周边,弹性工时",4120477,"['资深', '大数据', '数据挖掘']",数据分析工程师,20,30,3-5年,25000
杭州,杭州趣维科技有限公司,"['带薪年假', '年度旅游', '定期体检', '五险一金']",150-500人,本科,B轮,开发/测试/运维类,"移动互联网,文化娱乐",全职,30.272873,120.123836,"六险一金,弹性工时,绩效奖金,发展平台",4013954,"['教育', '视频', '工具软件', '数据挖掘', 'SPSS']",数据分析师,8,16,1-3年,12000
深圳,广州依时货拉拉科技有限公司,"['技能培训', '专项奖金', '绩效奖金', '岗位晋升']",500-2000人,本科,C轮,开发/测试/运维类,"移动互联网,O2O",全职,22.56354,114.056338,"职位发展,晋升空间,团队氛围好",3782170,"['大数据', '数据挖掘', 'SPSS']",数据分析师,10,20,3-5年,15000
上海,上海思华科技股份有限公司,"['节日礼物', '年底双薪', '专项奖金', '股票期权']",150-500人,本科,D轮及以上,开发/测试/运维类,移动互联网,全职,31.20278946,121.6048057,五险一金 商业险 带薪事病假,3053409,"['金融', '数据挖掘', 'SPSS']",大数据分析工程师,8,15,1-3年,11500
杭州,上海袋虎信息技术有限公司,"['股票期权', '弹性工作', '美女多', '牛人多']",150-500人,大专,A轮,运营/编辑/客服,"移动互联网,医疗健康",全职,30.207361,120.221339,"有大牛,爆发性行业,扁平化",3888476,"['媒体', '资深', '高级', '专员']",数据分析师,8,16,1-3年,12000
北京,北京字节跳动科技有限公司,"['扁平管理', '弹性工作', '大厨定制三餐', '就近租房补贴']",500-2000人,本科,C轮,产品/需求/项目类,"移动互联网,数据服务",全职,39.971268,39.971268,六险一金，弹性工作，免费三餐，租房补贴，扁平管理，过亿用户，职业大牛,3908118,[],高级数据分析师,15,30,3-5年,22500
成都,成都数联铭品科技有限公司,"['带薪年假', '绩效奖金', '扁平管理', '定期体检']",150-500人,本科,B轮,开发/测试/运维类,"电子商务,数据服务",全职,30.994233,103.99341,"五险一金,节日礼品,餐费补贴",3865950,"['大数据', '数据挖掘', '行业研究', 'SPSS']",数据分析师（指数）,4,7,不限,5500
北京,玖富金科控股集团有限责任公司,"['绩效奖金', '免费班车', '五险一金', '部门旅游']",2000人以上,本科,C轮,产品/需求/项目类,金融,全职,39.996731,116.481135,"15薪,六险一金,免费班车,晋升通道",3719257,"['银行', '电商', 'BI', '可视化', '业务运营']",数据分析师,10,20,3-5年,15000
北京,北京麒麟合盛科技有限公司,"['技能培训', '节日礼物', '丰富的团建', '扁平管理']",150-500人,本科,B轮,产品/需求/项目类,移动互联网,全职,39.996,116.480792,"扁平化管理,年底双薪,餐补,房补",3553432,"['数据挖掘', 'SPSS', 'sas']",数据分析师（大数据）,20,40,1-3年,30000
杭州,广州依时货拉拉科技有限公司,"['技能培训', '专项奖金', '绩效奖金', '岗位晋升']",500-2000人,本科,C轮,运营/编辑/客服,"移动互联网,O2O",全职,30.306186,120.330693,"做五休二,五险一金,晋升空间大,偏平化管理",3740788,"['数据挖掘', '用户研究']",数据运营（数据分析、Excel）,4,8,1-3年,6000
上海,上海印闪网络科技有限公司,"['弹性工作', '帅哥多', '美女多', '领导好']",50-150人,本科,A轮,开发/测试/运维类,"移动互联网,金融",全职,31.190077,121.425315,"大牛团队,福利多多,期权",3862833,"['专家', '资深', '高级', '数据挖掘']",数据分析师(贷后风控）,15,30,1-3年,22500
北京,耀盛投资管理集团有限公司,"['午餐补助', '带薪年假', '绩效奖金']",150-500人,本科,不需要融资,产品/需求/项目类,"金融,移动互联网",全职,39.905543,116.471102,"上升空间,五险一金,弹性工作,地铁周边",4120415,"['金融', '资深', '大数据', '数据挖掘', 'sas']",数据分析师,15,25,3-5年,20000
成都,成都尼毕鲁科技股份有限公司,"['技能培训', '节日礼物', '年底双薪', '带薪年假']",150-500人,本科,不需要融资,产品/需求/项目类,"移动互联网,游戏",全职,30.54825,104.069711,"六险一金,发展空间大,导师手把手,工作福利佳",3939335,"['商业', '业务运营', '游戏策划', '数值']",游戏运营专员-数据分析方向,10,20,不限,15000
上海,上海即果信息技术有限公司,"['带薪年假', '扁平管理', '国外旅游', '氛围活泼']",50-150人,本科,B轮,产品/需求/项目类,移动互联网,全职,31.30609,121.51018,"产品优秀,团队实力强,氛围自由,福利满满",3402184,"['大数据', '数据挖掘', 'SPSS', 'R']",数据分析师,10,20,1-3年,15000
北京,北京快快网络技术有限公司,"['员工福利丰富', '高薪期权', '热门行业', '免费工作餐']",150-500人,本科,B轮,产品/需求/项目类,金融,全职,39.99426,115.99339,"扁平化管理,弹性工时,工作居住证,六险一金",3929830,"['金融', '资深', '大数据', '数据挖掘']",数据分析经理,20,30,5-10年,25000
杭州,杭州微拍堂文化创意有限公司,"['岗位晋升', '年度旅游', '年底双薪', '午餐补助']",150-500人,本科,A轮,开发/测试/运维类,移动互联网,全职,30.2784,120.12658,"14薪,六险一金,双休,弹性工作制",3928652,"['搜索', '算法', '数据挖掘', '推荐', '数据管理']",数据分析工程师,25,35,3-5年,30000
北京,北京秒针信息咨询有限公司,"['节日礼物', '技能培训', '年底双薪', '技术精英众多']",150-500人,本科,D轮及以上,运营,"数据服务,广告营销",全职,39.99724905,116.48001,即将上市平台+众名校大牛,1064711,['广告营销'],数据分析专员,4,8,1-3年,6000
深圳,深圳市万普拉斯科技有限公司,"['五险一金', '通讯津贴', '带薪年假', '节日礼物']",500-2000人,本科,未融资,开发/测试/运维类,电子商务,全职,22.99368,113.993578,"股票期权,丰厚年终奖,扁平化管理,多元化氛围",3568870,"['移动互联网', '数据挖掘', '大数据', 'SQL', '数据管理']",ROM数据分析工程师,8,15,1-3年,11500
北京,北京趣加科技有限公司,"['绩效奖金', '股票期权', '专项奖金', '五险一金']",150-500人,本科,B轮,开发/测试/运维类,游戏,全职,39.983319,116.326841,"一线技术,国际团队,绩效奖金,福利超好",4004674,"['直播', '高级', '数据挖掘', '数据仓库', 'BI']",大数据分析开发工程师（重分析）-海外直播APP,13,26,3-5年,19500
广州,广州舜飞信息科技有限公司,"['迟到不要钱', '吃肉不要钱', 'Xbox免费', '零食不要钱']",150-500人,本科,未融资,运营/编辑/客服,移动互联网,全职,23.12631968,113.3896296,数据控的黄金职业~~,4000567,"['广告营销', '广告投放', 'SEM']",广告优化/数据分析师,8,15,1年以下,11500
北京,北京字节跳动科技有限公司,"['扁平管理', '弹性工作', '大厨定制三餐', '就近租房补贴']",500-2000人,本科,C轮,产品/需求/项目类,"移动互联网,数据服务",全职,39.971268,39.971268,六险一金，弹性工作，免费三餐，租房补贴，过亿用户，职业大牛,3899903,[],行业数据分析师,15,30,1-3年,22500
北京,北京麒麟合盛科技有限公司,"['技能培训', '节日礼物', '丰富的团建', '扁平管理']",150-500人,本科,B轮,产品/需求/项目类,移动互联网,全职,39.996,116.480792,"六险一金,打车补助,带薪年假,股权激励",4056506,"['业务运营', '统计', 'SPSS']",数据分析专员,8,15,1-3年,11500
上海,上海印闪网络科技有限公司,"['弹性工作', '帅哥多', '美女多', '领导好']",50-150人,本科,A轮,运营/编辑/客服,"移动互联网,金融",全职,31.193445,121.431228,"出国旅游,福利好,待遇好,氛围佳",3598670,"['银行', '风控', '统计', 'SPSS', 'sas']",贷后数据分析专员,15,30,不限,22500
上海,上海即果信息技术有限公司,"['带薪年假', '扁平管理', '国外旅游', '氛围活泼']",50-150人,本科,B轮,产品/需求/项目类,移动互联网,全职,31.30609,121.51018,"产品优秀,团队实力强,氛围自由,福利满满",3962570,"['大数据', '数据挖掘', 'SPSS', 'R']",数据分析师,10,20,1-3年,15000
深圳,深圳市万普拉斯科技有限公司,"['五险一金', '通讯津贴', '带薪年假', '节日礼物']",500-2000人,本科,未融资,运营/编辑/客服,电子商务,全职,22.99368,113.993578,五险一金,2931689,"['电商', '社区', 'seo', 'SEM']",电商数据分析运营专员,7,14,1-3年,10500
北京,时空幻境（北京）科技有限公司,"['年底双薪', '定期体检', '带薪年假', '绩效奖金']",50-150人,本科,不需要融资,产品/需求/项目类,游戏,全职,39.96037,116.440346,公司前景好 扁平化管理 开放式办公环境,3380129,"['游戏', 'BI', '用户研究']",游戏数据分析,15,30,3-5年,22500
上海,彪洋科技（北京）有限公司,"['年底双薪', '带薪年假', '年度旅游', '带薪病假']",150-500人,本科,不需要融资,开发/测试/运维类,"移动互联网,广告营销",全职,0,0,"七险一金,员工旅游,弹性工作,外企平台",3933852,"['BI', '数据可视化']",高级数据分析师,15,25,5-10年,20000
上海,上海犇众信息技术有限公司,"['节日礼物', '股票期权', '带薪年假', '年度旅游']",15-50人,大专,天使轮,产品/需求/项目类,移动互联网,全职,31.11196,121.37782,"弹性工作制,商业保险,公司旅游,带薪年假",4095496,"['python', 'C#/C++']",数据分析工程师,15,20,1-3年,17500
北京,上海谦问万答吧云计算科技有限公司,"['帅哥多', '美女多', '股票期权', '年底双薪']",150-500人,本科,C轮,开发/测试/运维类,"移动互联网,教育",全职,40.00019,116.488496,福利待遇好 发展空间大,3953319,"['教育', '数据挖掘', '用户研究']",数据分析师,15,25,3-5年,20000
北京,北京互连众信科技有限公司,"['带薪年假', '统一午餐', '五险一金', '弹性工作']",150-500人,本科,B轮,运营/编辑/客服,"移动互联网,O2O",全职,39.934299,116.47,"薪资福利,大咖多,自助午餐,七险一金",3427794,"['SQL', 'SPSS', '大数据分析']",数据分析师,8,15,1-3年,11500
北京,北京三快在线科技有限公司,"['技能培训', '绩效奖金', '岗位晋升', '领导好']",2000人以上,本科,D轮及以上,产品/需求/项目类,"移动互联网,O2O",全职,40.007096,116.48864,"平台好,发展空间大",3167634,"['旅游', '商业', 'SQL', 'SPSS', 'sas']",高级数据分析师,20,30,3-5年,25000
广州,北京熵商科技有限责任公司,[],15-50人,本科,不需要融资,产品/需求/项目类,"移动互联网,数据服务",全职,23.03616,113.37591,"周末双休,节假日福利,六险一金,地铁周边",3791785,"['金融', '信息安全', '大数据']",数据分析师（金融风控模型方向）,8,15,不限,11500
广州,广州市诚毅科技软件开发有限公司,"['年终分红', '绩效奖金', '五险一金', '带薪年假']",150-500人,本科,不需要融资,产品/需求/项目类,企业服务,全职,23.08674,113.316586,"扁平管理,专业培训,6险一金,5天7小时",4120297,"['媒体', '大数据', 'BI', '可视化', '商业']",数据分析师,10,20,1-3年,15000
深圳,深圳微品致远信息科技有限公司,"['股票期权', '带薪年假', '绩效奖金', '五险一金']",150-500人,大专,C轮,开发/测试/运维类,"移动互联网,电子商务",全职,22.544498,113.945967,带薪年假 定期体检 弹性工作 五险一金,3960691,"['运营', '大数据']",数据分析专员,8,10,1-3年,9000
武汉,武汉智领云科技有限公司,"['股票期权', '弹性工作', '绩效奖金', '五险一金']",15-50人,本科,天使轮,开发/测试/运维类,"数据服务,移动互联网",全职,30.457982,114.410564,"大数据分析,数据挖掘,机器学习,人工智能",2716397,"['算法', '机器学习', '深度学习', '数据挖掘']",大数据分析师,10,20,3-5年,15000
北京,北京字节跳动科技有限公司,"['扁平管理', '弹性工作', '大厨定制三餐', '就近租房补贴']",500-2000人,本科,C轮,产品/需求/项目类,"移动互联网,数据服务",全职,39.971268,39.971268,六险一金，弹性工作，免费三餐，团队氛围好,3589379,[],数据分析师,15,30,1-3年,22500
北京,北京麒麟合盛科技有限公司,"['技能培训', '节日礼物', '丰富的团建', '扁平管理']",150-500人,不限,B轮,市场与销售,移动互联网,全职,39.99502389,116.4797172,股票期权，团建丰富，扁平管理，五险一金,1447884,"['移动互联网', 'BI']",商业数据分析,15,30,1-3年,22500
深圳,深圳市万普拉斯科技有限公司,"['五险一金', '通讯津贴', '带薪年假', '节日礼物']",500-2000人,本科,未融资,运营/编辑/客服,电子商务,全职,22.99368,113.993578,五险一金,3565271,"['电商', '广告营销', '高级', '运营']",电商数据分析师,10,15,1-3年,12500
北京,彪洋科技（北京）有限公司,"['年底双薪', '带薪年假', '年度旅游', '带薪病假']",150-500人,本科,不需要融资,产品/需求/项目类,"移动互联网,广告营销",全职,39.99426,115.99339,"七险一金,年终多薪,弹性工作,带薪假期",4118570,"['高级', '专员', '大数据', '数据挖掘', 'SPSS']",数据分析师,10,20,3-5年,15000
北京,北京互连众信科技有限公司,"['带薪年假', '统一午餐', '五险一金', '弹性工作']",150-500人,本科,B轮,开发/测试/运维类,"移动互联网,O2O",全职,39.934299,116.47,"年底多薪,七险一金,自助午餐",3615419,"['大数据', '数据挖掘']",数据分析（贷后）,10,20,3-5年,15000
北京,北京三快在线科技有限公司,"['技能培训', '绩效奖金', '岗位晋升', '领导好']",2000人以上,本科,D轮及以上,产品/需求/项目类,"移动互联网,O2O",全职,40.007096,116.48864,平台好，发展空间大,2766824,"['旅游', '商业']",数据分析-业务分析方向,15,25,1-3年,20000
上海,携程计算机技术（上海）有限公司,"['绩效奖金', '股票期权', '五险一金', '交通补助']",2000人以上,本科,上市公司,开发/测试/运维类,"移动互联网,旅游",全职,31.22061947,121.3563102,弹性工时 旅游福利 海量数据,3081631,"['大数据', '数据挖掘']",数据分析师/挖掘,15,20,1-3年,17500
深圳,众安在线财产保险股份有限公司,"['定期体检', '每天下午茶', '六险一金', '年度体检']",2000人以上,本科,上市公司,产品/需求/项目类,金融,全职,22.522324,113.937046,大平台，前景好，福利多，弹性上班,4054441,[],数据分析工程师（深圳）,9,16,1-3年,12500
北京,北京小度信息科技有限公司,"['绩效奖金', '股票期权', '交通补助', '定期体检']",2000人以上,本科,不需要融资,运营/编辑/客服,"移动互联网,O2O",全职,40.038545,116.308398,"五险一金,餐补",3807907,"['数据挖掘', 'SPSS', 'sas']",高级数据分析师,10,20,3-5年,15000
