city,companyFullName,companyLabelList,companySize,education,financeStage,firstType,industryField,jobNature,latitude,longitude,positionAdvantage,positionId,positionLables,positionName,salary,workYear
北京,国美在线电子商务有限公司,"['节日礼物', '年底双薪', '绩效奖金', '岗位晋升']",2000人以上,本科,上市公司,运营/编辑/客服,电子商务,全职,0.0,0.0,"晋升,培训",4046804,"['大数据', '数据挖掘', 'SPSS']",数据分析师,10k-20k,3-5年
成都,成都市映潮科技股份有限公司,"['绩效奖金', '五险一金', '交通补助', '带薪年假']",50-150人,本科,上市公司,开发/测试/运维类,数据服务,全职,30.54452,104.06655,"年终奖,年假福利,职位上升,发展平台",2654787,"['数据挖掘', '大数据']",数据分析师,4k-8k,1-3年
上海,北京普柏特信息科技有限公司,"['定期体检', '带薪年假', '弹性工作', '五险一金']",500-2000人,本科,A轮,产品/需求/项目类,金融,全职,31.307607,121.512935,"朝九晚六,做五休二,高薪,互联网",3806852,"['金融', '银行', '大数据', '业务运营', '风控']",数据分析师,6k-10k,不限
上海,飞榴（上海）信息科技有限公司,"['带薪年假', '股票期权', '绩效奖金', '五险一金']",15-50人,本科,A轮,开发/测试/运维类,"移动互联网,数据服务",全职,31.205885,121.602097,"专业导师,发展空间大,技术核心,高成长团队",3432654,"['中级', 'hadoop', '数据挖掘', '机器学习', '人工智能']",数据分析工程师,10k-20k,3-5年
深圳,深圳市前海润杨金融服务有限公司,[],2000人以上,本科,上市公司,产品/需求/项目类,"移动互联网,金融",全职,22.540718,113.934464,"五险一金,周末双休,班车接送,腾讯团队",3923914,"['金融', '建模', '行业研究', '数据标注']",数据分析员,6k-8k,1-3年
深圳,深圳门庭科技有限公司,"['弹性工作', '领导好', '节日礼物', '五险一金']",15-50人,本科,A轮,产品/需求/项目类,"移动互联网,企业服务",全职,22.53926,113.95448,"高薪,发展性强,期权,弹性工作",4056754,"['金融', '数据挖掘', 'SPSS']",数据分析师,12k-20k,3-5年
广州,广东健客医药有限公司,"['节日礼物', '技能培训', '绩效奖金', '年度旅游']",500-2000人,本科,A轮,产品/需求/项目类,"电子商务,医疗健康",全职,0.0,0.0,"大咖团队,朝阳行业,福利待遇优,移动医疗",3871173,"['电商', '专员', '助理', '商业', '业务运营']",数据分析（价格管理方向）,5k-7k,1年以下
上海,上海秦苍信息科技有限公司,"['美式企业文化', '节日礼物', '股票期权', '岗位晋升']",500-2000人,本科,C轮,产品/需求/项目类,移动互联网、金融,全职,30.532386,114.333979,"商业保险,免费零食,美式文化,D轮",3173064,"['建模', 'SPSS', 'sas']",数据分析（业务运营方向）,5k-8k,不限
重庆,重庆链家房地产经纪有限公司,[],2000人以上,本科,未融资,市场/商务/销售类,生活服务,全职,29.639891,106.568493,"五险一金,带薪年假,购房优惠,员工旅游",4065684,"['房产服务', 'SPSS', '数据管理']",数据分析专员,3k-4k,1年以下
杭州,浙江海明实业有限公司,"['带薪年假', '五险一金', '餐饮补助']",2000人以上,本科,不需要融资,开发/测试/运维类,其他,全职,30.305442,120.257128,"双休,带薪年假,扁平化管理,五险一金",4103949,"['电商', '数据挖掘', 'SPSS', '数据管理']",数据分析师,10k-20k,1-3年
上海,北京普柏特信息科技有限公司,"['定期体检', '带薪年假', '弹性工作', '五险一金']",500-2000人,本科,A轮,开发/测试/运维类,金融,全职,31.307607,121.512935,"团队和谐,免费零食,美女如云",3473859,"['大数据', 'SPSS']",BA数据分析师,10k-15k,1-3年
北京,北京京东世纪贸易有限公司,"['免费班车', '子女教育计划', '安居计划', '救助基金']",2000人以上,本科,上市公司,产品/需求/项目类,电子商务,全职,39.787906,116.561743,"大平台,有班车,大牛多",3977483,"['SPSS', 'sas']",数据分析师,10k-20k,3-5年
重庆,重庆百计信用管理有限公司,"['绩效奖金', '带薪年假', '定期体检', '技能培训']",15-50人,硕士,不需要融资,金融类,"企业服务,金融",全职,29.615117,106.48712,"征信行业,数据分析,技能培训,发展平台",3940725,"['征信', '大数据', '统计']",数据分析师助理,3k-4k,不限
杭州,网易（杭州）有限公司,"['节日礼物', '技能培训', '免费班车', '带薪年假']",2000人以上,本科,上市公司,设计,"电子商务,移动互联网",全职,30.18797733,120.19229944,网易平台，福利薪资,2228331,[],数据分析师,10k-20k,1-3年
深圳,深圳市盛世番互动娱乐有限公司,[],50-150人,不限,不需要融资,产品/需求/项目类,"数据服务,游戏",全职,22.523281,113.936779,"弹性上下班,闭睡,收益多,假期多",3170591,"['游戏', '直播', '运营', '编辑', '策划']",游戏数据分析师,5k-8k,不限
广州,广州广之旅国际旅行社股份有限公司,"['绩效奖金', '带薪年假', '周末双休', '员工饭堂']",500-2000人,本科,上市公司,产品/需求/项目类,旅游,全职,22.994261,112.993461,"数据建模,精准营销",3278280,"['金融', '大数据', '数据挖掘', 'SPSS', 'sas']",数据分析员,6k-10k,1-3年
北京,第一视频信息工程有限公司,"['专项奖金', '定期体检', '午餐补助', '带薪年假']",500-2000人,本科,上市公司,开发/测试/运维类,移动互联网,全职,40.00863,116.485832,上市集团公司旗下项目 发展空间大 五险一金,3598045,"['中级', 'Java', 'hadoop']",大数据分析（高级）工程师,18k-25k,5-10年
北京,北京源石智影科技有限公司,"['专项奖金', '股票期权', '绩效奖金', '年终分红']",50-150人,本科,不需要融资,市场/商务/销售类,"移动互联网,数据服务",全职,39.913201,116.452378,"发展迅猛,平台广阔,权威产品,高额提成",3935219,"['渠道', '商务拓展', 'BD', '运营']",商务总监（电影大数据分析方向）,20k-40k,5-10年
杭州,杭州马到网络科技有限公司,"['年底双薪', '股票期权', '绩效奖金', '带薪年假']",50-150人,大专,天使轮,开发/测试/运维类,"移动互联网,电子商务",全职,30.178776,120.1432,"五险一金,团队建设,双休,期权股份",4087305,"['数据挖掘', '大数据', 'SPSS', 'sas']",数据分析师,5k-10k,1-3年
广州,欧派家居集团有限公司,"['绩效奖金', '五险一金', '通讯津贴', '带薪年假']",2000人以上,本科,上市公司,产品/需求/项目类,"生活服务,硬件",全职,23.290495,113.23455,"上市公司,高级职位,福利好",4079929,"['资深', '大数据', '数据挖掘', 'BI', 'SPSS']",主任数据分析师,15k-25k,3-5年
深圳,晨星资讯（深圳）有限公司,"['年底双薪', '绩效奖金', '五险一金', '带薪年假']",2000人以上,本科,上市公司,金融类,金融,全职,22.536874,114.02128,"全球化项目,多渠道发展,良好氛围,在职培训",3955420,['金融'],基金数据分析员,5k-7k,不限
北京,北京网尚数字电影院线有限公司,"['带薪年假', '扁平管理', '领导好', '帅哥多']",150-500人,本科,未融资,开发/测试/运维类,"移动互联网,文化娱乐",全职,39.955005,116.433132,"五险一金,餐费补贴,周末双休,绩效",3738141,"['大数据', '数据挖掘', 'SPSS', 'sas']",互联网数据分析师,10k-18k,3-5年
深圳,中腾信金融信息服务（上海）有限公司,"['节日礼物', '年底多薪', '绩效奖金', '岗位晋升']",2000人以上,本科,不需要融资,开发/测试/运维类,金融,全职,22.538258,113.957553,"中信系,大平台,奖金丰厚,领导好",3426566,"['金融', 'sas']",风险数据分析师-小花-BT业务,8k-15k,不限
深圳,深圳市随手科技有限公司,"['带薪年假', '弹性工作时间', '年度旅游', '岗位晋升']",500-2000人,本科,C轮,运营/编辑/客服,"移动互联网,金融",全职,22.533947,113.955032,"六险一金,弹性工作时,周末双休,晋升调薪",3917810,['运营'],数据分析产品,10k-20k,3-5年
深圳,深圳市小牛普惠投资管理有限公司,"['节日礼物', '带薪年假', '绩效奖金', '领导好']",2000人以上,本科,未融资,金融类,金融,全职,22.56471,114.069046,"年终奖,生日假,班车",3690918,"['风控', 'SQL', 'r语言', 'SPSS', 'sas']",高级数据分析专员,6k-10k,1-3年
北京,北京源石智影科技有限公司,"['专项奖金', '股票期权', '绩效奖金', '年终分红']",50-150人,本科,不需要融资,市场/商务/销售类,"移动互联网,数据服务",全职,39.913201,116.452378,"发展迅猛,平台广阔,权威产品,高额提成",3935233,"['渠道', '商务拓展', '运营', '租赁']",高级商务经理（电影大数据分析方向）,10k-20k,3-5年
深圳,晨星资讯（深圳）有限公司,"['年底双薪', '绩效奖金', '五险一金', '带薪年假']",2000人以上,本科,上市公司,金融类,金融,全职,22.536874,114.02128,"五险一金,专业培训,年终奖金,弹性工作",3958111,"['金融', '数据挖掘']",股票数据分析员,5k-7k,不限
深圳,中腾信金融信息服务（上海）有限公司,"['节日礼物', '年底多薪', '绩效奖金', '岗位晋升']",2000人以上,本科,不需要融资,开发/测试/运维类,金融,全职,22.538258,113.957553,"中信系,大平台,奖金丰厚,领导好",3426051,"['金融', 'sas']",风险数据分析师-小花钱包业务,8k-15k,不限
深圳,深圳市小牛普惠投资管理有限公司,"['节日礼物', '带薪年假', '绩效奖金', '领导好']",2000人以上,本科,未融资,金融类,金融,全职,22.56471,114.069046,"互联网金融,年终奖,班车",3577547,"['金融', '教育', '风控', '数据挖掘', 'SPSS']",高级数据分析经理,20k-30k,5-10年
北京,西安美林电子有限责任公司,"['五险一金', '年终绩效奖金', '股票期权', '升值加薪']",150-500人,本科,上市公司,技术,数据服务,全职,39.98584047,116.34890037,福利齐全，薪资提升快，大数据,2218053,"['金融', '大数据', '数据挖掘']",数据分析师,10k-20k,3-5年
广州,深圳市长亮科技股份有限公司,"['五险一金', '通讯津贴', '带薪年假', '定期体检']",2000人以上,硕士,上市公司,开发/测试/运维类,企业服务,全职,0.0,0.0,"金融科技,学习环境,提升空间,大平台",4103832,"['算法', '数据挖掘', '人工智能']",初级金融、互联网 数据分析挖掘机器学习研究岗,8k-15k,1-3年
上海,拉扎斯网络科技（上海）有限公司,"['节日礼物', '绩效奖金', '年度旅游', '岗位晋升']",2000人以上,本科,D轮及以上,运营/编辑/客服,移动互联网,全职,31.232891,121.382195,新零售 新未来,3690726,"['电商', '数据挖掘', 'SPSS', 'sas']",资深数据分析师(P6),13k-16k,3-5年
深圳,融数科技（深圳）有限公司,"['股票期权', '午餐补助', '通讯津贴', '带薪年假']",50-150人,本科,不需要融资,金融类,"金融,移动互联网",全职,22.533013,113.930476,"补充医疗,年度体检,带薪年假,餐补",4027887,"['金融', '建模']",风控策略分析师-数据分析方向,15k-30k,3-5年
深圳,深圳市海云天科技股份有限公司,"['免费工作餐', '春假17天假', '年底双薪', '交通补助']",500-2000人,本科,上市公司,开发/测试/运维类,"移动互联网,教育",全职,22.550123,113.94943201,上市公司 大平台 大发展 高福利,3689147,"['教育', 'SPSS']",数据分析工程师（互联网+教育）,8k-15k,3-5年
北京,安徽诚合泰医疗器械有限公司,"['""""']",50-150人,本科,不需要融资,开发/测试/运维类,"硬件,其他",全职,39.927661,116.466998,"大平台,发展好,数据驱动",4103272,"['大数据', '数据挖掘']",数据分析总监,30k-60k,10年以上
北京,江苏车置宝信息科技股份有限公司,[],500-2000人,本科,C轮,开发/测试/运维类,"电子商务,移动互联网",全职,39.937658,116.51525,"团队好,大牛多",3752050,"['金融', '社交', '风控', '策略']",数据分析经理,15k-25k,3-5年
广州,北京嘀嘀无限科技发展有限公司,"['弹性工作', '节日礼物', '岗位晋升', '技能培训']",2000人以上,本科,不需要融资,数据分析,移动互联网,全职,23.143697,23.143697,大平台,4103050,['滴滴'],区域体验运营专家-数据分析方向(J180118025),10k-18k,3-5年
广州,欢聚时代（多玩YY）,"['技能培训', '节日礼物', '无息贷款', '绩效奖金']",2000人以上,本科,上市公司,产品/需求/项目类,移动互联网,全职,23.007554,113.349039,"大平台,高成长,福利好",4008829,"['大数据', '数据挖掘', '用户研究']",数据分析师-用户增长方向,10k-20k,不限
深圳,深圳小库科技有限公司,"['股票期权', '带薪年假', '不打卡', '扁平管理']",15-50人,本科,天使轮,开发/测试/运维类,移动互联网,全职,22.575165,113.944749,"大牛带队,双休不打卡,氛围轻松,包午餐零食",3249562,"['大数据', '数据挖掘']",初级数据分析师,8k-16k,不限
杭州,浙江圣奥家具制造有限公司,"['""""']",2000人以上,不限,不需要融资,开发/测试/运维类,其他,全职,30.242313,120.20701,"五险一金,交通补贴,餐饮补贴,年终奖金",4026676,"['SQL', 'ERP', '数据仓库', 'ETL']",数据分析工程师 - BI,10k-15k,不限
深圳,中腾信金融信息服务（上海）有限公司,"['节日礼物', '年底多薪', '绩效奖金', '岗位晋升']",2000人以上,本科,不需要融资,金融类,金融,全职,22.538258,113.957553,"中信系,大平台,奖金丰厚,领导好",3429294,"['金融', '风控', '审核']",反欺诈数据分析师-小花-BT业务方向,10k-20k,不限
西安,西安美林电子有限责任公司,"['五险一金', '年终绩效奖金', '股票期权', '升值加薪']",150-500人,本科,上市公司,技术,数据服务,全职,34.464152,62.996204,五险一金、商业保险、节日福利等等,1288457,[],数据分析师,6k-12k,1-3年
广州,深圳市长亮科技股份有限公司,"['五险一金', '通讯津贴', '带薪年假', '定期体检']",2000人以上,硕士,上市公司,开发/测试/运维类,企业服务,全职,0.0,0.0,"金融科技,学习环境,提升空间,大平台",4103831,[],金融、互联网 数据分析挖掘 机器学习咨询专家,15k-30k,5-10年
北京,江苏车置宝信息科技股份有限公司,[],500-2000人,本科,C轮,产品/需求/项目类,"电子商务,移动互联网",全职,39.937658,116.51525,"五险一金,氛围和谐,平台好,办公环境好",3735832,"['金融', '社交', '风控', '策略']",数据分析经理,15k-30k,3-5年
广州,欢聚时代（多玩YY）,"['技能培训', '节日礼物', '无息贷款', '绩效奖金']",2000人以上,本科,上市公司,产品/需求/项目类,移动互联网,全职,23.007554,113.349039,"大平台,高成长,福利好",3781357,"['视频', '大数据', '数据挖掘', 'SPSS']",产品经理（数据分析方向）,15k-30k,1-3年
桂林,桂林力港网络科技股份有限公司广州分公司,"['年底双薪', '项目奖金', '绩效奖金', '六险一金']",150-500人,大专,上市公司,产品/需求/项目类,游戏,全职,0.0,0.0,"五险一金,绩效+年终,全面福利,晋升广阔",4102787,"['游戏', '数据挖掘', 'SPSS']",数据分析师,5k-8k,1-3年
郑州,河南中原消费金融股份有限公司,"['绩效奖金', '带薪年假', '定期体检', '节日礼物']",50-150人,本科,不需要融资,产品/需求/项目类,"移动互联网,金融",全职,34.774267,113.73514,"平台好,团队棒",4102745,"['金融', '产品经理', '产品设计', '系统分析']",数据分析师（产品需求分析方向）,10k-20k,3-5年
西安,西安互动未来信息技术有限公司,"['技能培训', '年底双薪', '节日礼物', '绩效奖金']",150-500人,大专,天使轮,运营/编辑/客服,"移动互联网,数据服务",全职,34.228179,108.876037,"五险一金,专业培训,补充医疗险,出国机会",3889688,"['广告营销', '专员', '大数据']",数据分析（舆情服务）,3k-5k,不限
上海,上海基分文化传播有限公司,[],500-2000人,本科,不需要融资,产品/需求/项目类,移动互联网,全职,31.226515,121.624653,"弹性工作,16薪,交通方便",4102669,"['大数据', '数据挖掘', 'SQL', 'python']",高级数据分析,15k-30k,3-5年
上海,福建华通银行股份有限公司,"['股票期权', '带薪年假', '弹性工作', '扁平管理']",150-500人,本科,不需要融资,开发/测试/运维类,"金融,移动互联网",全职,0.0,0.0,发展空间大,3294182,"['软件开发', '大数据', 'spark', 'hadoop']",数据分析平台工程师,15k-30k,1-3年
青岛,海尔集团,"['节日礼物', '免费班车', '带薪年假', '扁平管理']",2000人以上,本科,上市公司,开发/测试/运维类,"移动互联网,电子商务",全职,36.133863,120.429093,"数据分析,大数据",4102252,"['大数据', '数据挖掘', '数据管理']",数据分析师,8k-15k,1-3年
深圳,招商局金融科技有限公司,"['年底双薪', '定期体检', '通讯津贴', '带薪年假']",150-500人,本科,不需要融资,开发/测试/运维类,金融,全职,22.482034,113.912968,"快速发展,五险一金,工作氛围好,平台机会好",3949325,"['智能硬件', '数据挖掘', '机器学习']",算法工程师（数据分析、推荐系统、智能客服、智能风控,15k-30k,3-5年
深圳,深圳莱尔托特科技有限公司,"['年底双薪', '领导好', '五险一金', '附加医疗保险']",15-50人,本科,天使轮,产品/需求/项目类,"移动互联网,电子商务",全职,22.52427,113.935706,"前沿行业,共享经济",3855148,"['高级', '大数据', 'BI', '可视化', '业务运营']",数据分析师,10k-20k,1-3年
杭州,杭州城市大数据运营有限公司,"['带薪年假', '定期体检', '交通补助', '入职五险一金']",50-150人,硕士,不需要融资,产品/需求/项目类,移动互联网,全职,30.246569,120.209898,"五险一金,节假日双休,弹性工作制,交通补贴",3760927,"['征信', '数据挖掘', 'SPSS']",大数据分析,15k-30k,3-5年
北京,北京启萌教育科技有限公司,"['绩效奖金', '弹性工作', '岗位晋升', '股票期权']",150-500人,本科,A轮,产品/需求/项目类,"移动互联网,教育",全职,39.922368,116.432958,"发展前景大,平台宽广,待遇优厚",4004827,"['大数据', 'SPSS', '数据管理']",数据分析经理,20k-35k,3-5年
郑州,河南中原消费金融股份有限公司,"['绩效奖金', '带薪年假', '定期体检', '节日礼物']",50-150人,本科,不需要融资,产品/需求/项目类,"移动互联网,金融",全职,34.774267,113.73514,"平台好,团队棒",4102744,"['银行', '征信', '大数据', '风控', '量化']",数据分析师（风险评估方向）,10k-20k,3-5年
北京,北京启萌教育科技有限公司,"['绩效奖金', '弹性工作', '岗位晋升', '股票期权']",150-500人,本科,A轮,产品/需求/项目类,"移动互联网,教育",全职,39.922368,116.432958,"公司核心部,领导好",3992668,"['大数据', 'SPSS', '数据管理']",数据分析专员,6k-12k,1-3年
北京,游酷盛世科技（北京）有限公司,"['专项奖金', '股票期权', '绩效奖金', '年终分红']",15-50人,本科,不需要融资,运营/编辑/客服,"游戏,移动互联网",全职,0.0,0.0,"节假日津贴,项目奖金,餐交补助,一带一",3317630,"['游戏', '建模', 'SPSS', 'sas']",数据分析,10k-20k,3-5年
北京,易宝支付有限公司,"['导师制', '双通道发展', '领导牛', '内部创业']",500-2000人,硕士,D轮及以上,金融类,"移动互联网,金融",全职,39.91973508,116.457179,核心部门，领导强，偏平管理,3846884,"['金融', '建模', '经理', '策略设计', 'sas']",风控数据分析师,20k-30k,1-3年
上海,美味不用等（上海）信息科技股份有限公司,"['绩效奖金', '股票期权', '专项奖金', '年底双薪']",500-2000人,本科,C轮,市场/商务/销售类,"移动互联网,O2O",全职,31.207614,121.5935,14-16薪，发展空间大,4101823,"['数据挖掘', 'SPSS']",高级数据分析师,20k-30k,5-10年
北京,北京世纪好未来教育科技有限公司,"['上市公司', '领军企业', '五险一金', '住福计划']",2000人以上,本科,上市公司,开发/测试/运维类,"移动互联网,教育",全职,39.964647,116.323585,六险一金，节日福利，员工体检，带薪年假,2746803,['广告营销'],培优总部-数据分析师,15k-20k,3-5年
上海,途家网网络技术（北京）有限公司,"['绩效奖金', '五险一金', '带薪年假', '免费班车']",500-2000人,本科,D轮及以上,产品/需求/项目类,"移动互联网,O2O",全职,31.229229,121.470475,"环境好,气氛融洽,福利好",3920868,"['旅游', '高级', 'SPSS', 'sas']",数据分析师,12k-20k,3-5年
杭州,杭州奥发金融服务外包有限公司,"['年底双薪', '绩效奖金', '五险一金', '带薪年假']",15-50人,本科,不需要融资,开发/测试/运维类,"移动互联网,金融",全职,30.293347,120.108444,"数据分析,数据挖掘,算法",3722677,"['金融', '中级', '算法', '数据挖掘', '量化']",数据分析师,10k-15k,1-3年
北京,北京斯利安药业,"['节日礼物', '带薪年假', '美女多', '定期体检']",2000人以上,本科,不需要融资,运营/编辑/客服,医疗健康,全职,39.788331,116.5165,"空间大,免费午餐,团队靠谱",4022295,"['专员', '产品', '大数据', '数据挖掘']",数据分析师,8k-13k,1-3年
上海,善林（上海）金融信息服务有限公司,"['带薪年假', '绩效奖金', '岗位晋升', '帅哥多']",2000人以上,本科,不需要融资,产品/需求/项目类,金融,全职,31.298731,121.455713,福利待遇佳，发展空间大，股权激励,3150885,"['资深', '高级', '业务运营', 'sas', '数据管理']",数据分析经理,10k-20k,5-10年
深圳,广东俊特团贷网络信息服务股份有限公司,"['节日礼物', '带薪年假', '年度旅游', '定期体检']",2000人以上,本科,C轮,产品/需求/项目类,"移动互联网,金融",全职,22.602369,114.05056,TOP10、空间大、福利棒、班车,4066599,"['金融', 'SPSS', 'sas']",高级数据分析师,10k-15k,3-5年
北京,达内时代科技集团有限公司,"['技能培训', '股票期权', '专项奖金', '带薪年假']",2000人以上,本科,上市公司,运营/编辑/客服,"移动互联网,教育",全职,39.96552991,116.34217248,上市公司、五险一金,4027423,[],数据分析师,5k-7k,1-3年
上海,上海轩天实业有限公司,"['年底双薪', '绩效奖金', '年终分红', '专项奖金']",500-2000人,本科,未融资,开发/测试/运维类,"其他,企业服务",全职,31.055708,121.243918,"平台大,多部门沟通",4101292,"['房产服务', '数据挖掘', '深度学习', '数据管理']",数据运营专员/数据分析专员,6k-8k,1-3年
杭州,杭州大盒子汽车服务有限公司,[],15-50人,本科,天使轮,开发/测试/运维类,"移动互联网,生活服务",全职,30.275874,119.997112,"五险一金,双休,带薪休假",4101236,[],数据分析师,13k-25k,3-5年
成都,成都天府通金融服务股份有限公司,[],50-150人,本科,不需要融资,开发/测试/运维类,"移动互联网,金融",全职,30.553628,104.062057,"周末双休,带薪年假",3677701,"['视频', '数据挖掘', 'SPSS', 'sas']",数据分析工程师,10k-20k,1-3年
广州,广东俊特团贷网络信息服务股份有限公司,"['节日礼物', '带薪年假', '年度旅游', '定期体检']",2000人以上,本科,C轮,产品/需求/项目类,"移动互联网,金融",全职,23.12252093,113.32182087,TOP10、东莞NO.1、空间大、五险一金,3945158,"['金融', '专员', '大数据', 'SPSS', 'sas']",数据分析师,5k-10k,1-3年
广州,广东赛百威信息科技有限公司,"['技能培训', '年底双薪', '节日礼物', '绩效奖金']",50-150人,本科,不需要融资,开发/测试/运维类,"移动互联网,电子商务",全职,23.162454,113.435619,"周末双休,五险一金,免费班车,餐费补贴",3595682,"['物流', '大数据', '数据管理']",数据分析工程师,5k-10k,1-3年
北京,一块互动（北京）科技有限公司,"['股票期权', '绩效奖金', '年终分红', '带薪年假']",15-50人,本科,A轮,产品/需求/项目类,移动互联网,全职,40.046569,116.355786,"国际化,大平台,区块链,福利多多",4056344,"['数据挖掘', 'sas']",数据分析师,10k-20k,1-3年
北京,北京小度信息科技有限公司,"['绩效奖金', '股票期权', '交通补助', '定期体检']",2000人以上,本科,不需要融资,产品/需求/项目类,"移动互联网,O2O",全职,40.039123,116.308011,"薪资高,五险一金,下午茶,餐补",3810870,"['大数据', '数据挖掘', 'SPSS']",数据分析,20k-40k,3-5年
北京,北京智者天下科技有限公司,"['年底双薪', '股票期权', '带薪年假', '定期体检']",150-500人,硕士,D轮及以上,开发/测试/运维类,"移动互联网,社交网络",全职,40.007985,116.350094,优秀团队、成长空间、标配Mac、三餐,3338292,"['金融', '大数据', '数据挖掘', 'SPSS']",资深数据分析师,20k-40k,3-5年
上海,上海硕恩网络科技股份有限公司,[],15-50人,本科,D轮及以上,开发/测试/运维类,"数据服务,电子商务",全职,31.232133,121.467166,"绩效奖金,年终奖金,五险一金,发展空间大",3489753,"['银行', '资深', '数据挖掘']",SAS数据分析专家,15k-25k,3-5年
成都,贝壳金控控股集团有限公司,"['专项奖金', '年终分红', '定期体检', '绩效奖金']",500-2000人,本科,未融资,产品/需求/项目类,金融、移动互联网,全职,30.586036,104.056731,业务发展前景好，团队技术氛围浓厚,4100773,"['数据模型', 'SPSS']",高级BI数据分析师-CD2822,15k-30k,3-5年
上海,上海礼友信息技术服务有限公司,"['股票期权', '定期体检', '五险一金', '年假旅游']",150-500人,本科,B轮,产品/需求/项目类,"移动互联网,生活服务",全职,31.20551,121.6018,"双休,团队融洽",3554165,"['媒体', '编辑', '策划', '新闻']",数据分析专员,6k-8k,1-3年
北京,北京厚本科技有限公司,"['午餐补助', '通讯津贴', '带薪年假', '绩效奖金']",2000人以上,本科,A轮,开发/测试/运维类,金融,全职,39.970339,116.445782,"学习型团队,六险一金",3607686,"['大数据', '统计', 'SPSS']",数据分析师-人力资源方向,8k-15k,1-3年
北京,车好多旧机动车经纪(北京)有限公司,"['带薪年假', '弹性工作', '免费班车', '美女多']",2000人以上,本科,B轮,开发/测试/运维类,O2O,全职,40.04311563,116.29993611,期权奖励、晋升空间、行业独角兽,4052841,"['数据挖掘', 'hive', 'SPSS']",商业分析/数据分析,20k-40k,3-5年
上海,上海宏鹿信息技术服务有限公司,"['年底双薪', '股票期权', '年终分红', '专项奖金']",50-150人,本科,不需要融资,开发/测试/运维类,移动互联网,全职,31.226515,121.624653,"晋升快,平台大,美女多,定期旅游",3695891,"['借贷', '大数据', '数据挖掘', 'SPSS']",高级数据分析师,15k-30k,3-5年
北京,北京紫貔财富网络科技有限公司,[],150-500人,本科,不需要融资,产品/需求/项目类,金融,全职,39.921179,116.463316,"六险一金,餐交话补,带薪休假,周末双休",3951800,"['金融', 'SPSS', 'sas']",数据分析（经营类）,10k-15k,1-3年
北京,旭峰海波科技（北京）有限公司,"['股票期权', '年轻活力', '岗位晋升', '扁平管理']",50-150人,本科,A轮,产品/需求/项目类,"移动互联网,社交网络",全职,39.972375,116.444661,与高手一起,4100474,"['大数据', '数据挖掘']",数据分析（实习生）,3k-4k,不限
成都,天津美维信息技术有限公司成都分公司,"['节日礼物', '岗位晋升', '管理规范', '美女多']",500-2000人,本科,D轮及以上,产品/需求/项目类,"移动互联网,电子商务",全职,30.58172,104.05867,运营部门,3928779,"['广告营销', '统计', '数据管理']",数据分析,4k-8k,1-3年
武汉,湖北盛天网络技术股份有限公司,"['专项奖金', '五险一金', '通讯津贴', '交通补助']",500-2000人,本科,上市公司,开发/测试/运维类,"游戏,文化娱乐",全职,30.493485,114.416348,"氛围好,大牛,学习空间",3871660,"['大数据', '数据挖掘']",数据分析师,6k-12k,1-3年
东莞,广东俊特团贷网络信息服务股份有限公司,"['节日礼物', '带薪年假', '年度旅游', '定期体检']",2000人以上,本科,C轮,开发/测试/运维类,"移动互联网,金融",全职,23.008701,113.738459,TOP10、东莞NO.1、空间大、七险一金,4066566,"['金融', 'SPSS', 'sas']",高级数据分析师,10k-15k,3-5年
上海,上海硕恩网络科技股份有限公司,[],15-50人,本科,D轮及以上,开发/测试/运维类,"数据服务,电子商务",全职,31.232133,121.467166,"五险一金,专业培训,绩效奖金,出国机会",2744640,"['金融', '数据挖掘', '深度学习']",SAS数据分析程序员,8k-15k,不限
北京,北京爱狄特信息科技有限公司,"['专项奖金', '绩效奖金', '年底双薪', '股票期权']",150-500人,本科,不需要融资,产品/需求/项目类,"数据服务,其他",全职,39.93624601,116.44223134,六险一金，餐补，电话补助，弹性工作,3668572,"['金融', '大数据', '数据挖掘']",R语言数据分析师,15k-25k,3-5年
广州,北京尚德在线教育科技有限公司,"['年底双薪', '年终分红', '绩效奖金', '专项奖金']",2000人以上,本科,D轮及以上,产品/需求/项目类,教育,全职,23.127218,113.376521,"周末双休,五险一金",4070834,"['SPSS', '数据管理']",数据分析,4k-8k,1-3年
广州,广州市漫灵软件有限公司,"['节日礼物', '年底双薪', '带薪年假', '绩效奖金']",150-500人,本科,未融资,市场/商务/销售类,移动互联网,全职,23.132664,113.375657,"出国旅游,年底双薪,工作餐,牛人多",3795647,"['游戏', 'SPSS', 'sas']",市场助理/数据分析,4k-6k,不限
上海,美味不用等（上海）信息科技股份有限公司,"['绩效奖金', '股票期权', '专项奖金', '年底双薪']",500-2000人,硕士,C轮,产品/需求/项目类,"移动互联网,O2O",全职,31.207614,121.5935,年底多薪、带薪年假、绩效奖金,3313240,"['资深', '高级', '大数据', 'BI', '商业']",数据分析专家,15k-20k,1-3年
成都,北京弘合柏基金融信息服务有限责任公司,"['岗位晋升', '股票期权', '绩效奖金', '定期体检']",500-2000人,本科,C轮,产品/需求/项目类,金融,全职,30.631306,104.067586,"大平台,薪酬激励,五险一金,定期体检",3483906,"['金融', '大数据', '业务运营', '建模', '量化']",数据分析高级主管/模型开发高级主管,20k-25k,3-5年
